n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
432,8.10981e+08,2.85459e+07,7.6635e+08,7.89803e+08,8.05424e+08,8.2798e+08,8.908e+08
434,8.15559e+08,3.74329e+07,7.49329e+08,7.97536e+08,8.13984e+08,8.2862e+08,9.74301e+08
436,8.0109e+08,2.31084e+07,7.57695e+08,7.83365e+08,7.98244e+08,8.20986e+08,8.46856e+08
438,7.89781e+08,1.68126e+07,7.53776e+08,7.79257e+08,7.90217e+08,7.98779e+08,8.21331e+08
440,7.90134e+08,1.94431e+07,7.60473e+08,7.70714e+08,7.95118e+08,8.0308e+08,8.22661e+08
442,7.89911e+08,2.21985e+07,7.5e+08,7.74438e+08,7.87644e+08,8.02501e+08,8.56033e+08
444,7.89422e+08,1.77745e+07,7.55479e+08,7.77874e+08,7.8746e+08,8.05373e+08,8.20382e+08
446,7.92432e+08,2.13009e+07,7.60359e+08,7.74574e+08,7.93588e+08,8.05265e+08,8.50116e+08
448,7.90912e+08,1.98466e+07,7.57561e+08,7.75225e+08,7.91968e+08,8.03877e+08,8.43795e+08
450,8.09146e+08,3.36282e+07,7.62027e+08,7.74402e+08,8.07604e+08,8.27798e+08,8.79506e+08
452,7.79243e+08,2.03528e+07,7.54196e+08,7.62124e+08,7.7355e+08,7.93376e+08,8.29969e+08
454,7.8696e+08,1.74129e+07,7.56603e+08,7.7298e+08,7.8528e+08,8.00328e+08,8.26117e+08
456,7.81423e+08,2.03058e+07,7.51901e+08,7.66478e+08,7.79638e+08,7.96566e+08,8.30965e+08
458,7.83245e+08,1.86609e+07,7.52318e+08,7.71094e+08,7.8027e+08,7.98033e+08,8.13514e+08
460,7.84448e+08,2.09826e+07,7.46665e+08,7.71451e+08,7.79353e+08,7.98659e+08,8.35399e+08
462,7.77817e+08,1.67801e+07,7.42683e+08,7.68118e+08,7.77621e+08,7.87617e+08,8.07642e+08
464,7.83083e+08,1.45404e+07,7.52253e+08,7.7337e+08,7.8248e+08,7.90548e+08,8.09739e+08
466,7.74818e+08,1.89046e+07,7.49507e+08,7.6191e+08,7.70908e+08,7.80959e+08,8.38064e+08
468,7.71113e+08,1.67144e+07,7.49234e+08,7.59049e+08,7.65028e+08,7.83762e+08,8.03327e+08
470,7.72275e+08,1.57257e+07,7.50082e+08,7.59378e+08,7.70452e+08,7.84505e+08,8.08089e+08
472,7.8212e+08,2.69673e+07,7.42303e+08,7.63567e+08,7.809e+08,7.92644e+08,8.65853e+08
474,7.90003e+08,3.67993e+07,7.49954e+08,7.70382e+08,7.79844e+08,8.01325e+08,9.27504e+08
476,7.81307e+08,2.28267e+07,7.47614e+08,7.62899e+08,7.73116e+08,7.97787e+08,8.2875e+08
478,7.89851e+08,3.3482e+07,7.45956e+08,7.68333e+08,7.80146e+08,8.03433e+08,9.21454e+08
480,7.79455e+08,2.71378e+07,7.42881e+08,7.61444e+08,7.77968e+08,7.89343e+08,8.91814e+08
482,7.7994e+08,1.8961e+07,7.50012e+08,7.66394e+08,7.75552e+08,7.93535e+08,8.26659e+08
484,7.79032e+08,2.81418e+07,7.42493e+08,7.55364e+08,7.77703e+08,7.92459e+08,8.92643e+08
486,7.69485e+08,1.99421e+07,7.39197e+08,7.5325e+08,7.72408e+08,7.82792e+08,8.1865e+08
488,7.71133e+08,1.76903e+07,7.28989e+08,7.61592e+08,7.71602e+08,7.85298e+08,8.0019e+08
490,7.64154e+08,2.08211e+07,7.2922e+08,7.49523e+08,7.6914e+08,7.77184e+08,8.26254e+08
492,7.57257e+08,1.99725e+07,7.26383e+08,7.44311e+08,7.54385e+08,7.72634e+08,8.14621e+08
494,7.50466e+08,1.72703e+07,7.25633e+08,7.35868e+08,7.4785e+08,7.59362e+08,7.90037e+08
496,7.54102e+08,1.48601e+07,7.25131e+08,7.44547e+08,7.54433e+08,7.66323e+08,7.77841e+08
498,7.48669e+08,1.71038e+07,7.22199e+08,7.3512e+08,7.48698e+08,7.65775e+08,7.74342e+08
