n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
274,7.87132e+08,4.63453e+06,7.82937e+08,7.8429e+08,7.85188e+08,7.87714e+08,7.99987e+08
276,7.85816e+08,3.23085e+06,7.81404e+08,7.84156e+08,7.84834e+08,7.87408e+08,7.96732e+08
278,7.86432e+08,4.92905e+06,7.80605e+08,7.83606e+08,7.84839e+08,7.87184e+08,8.0426e+08
280,7.87281e+08,6.99465e+06,7.82963e+08,7.84156e+08,7.84871e+08,7.87653e+08,8.20824e+08
282,7.86719e+08,4.2694e+06,7.82595e+08,7.83325e+08,7.84776e+08,7.89243e+08,7.97018e+08
284,7.8621e+08,3.37288e+06,7.81717e+08,7.8402e+08,7.85085e+08,7.87233e+08,7.98601e+08
286,7.87003e+08,3.75965e+06,7.81434e+08,7.84807e+08,7.85741e+08,7.88282e+08,7.97148e+08
288,7.86787e+08,4.37329e+06,7.82315e+08,7.84492e+08,7.8514e+08,7.87666e+08,8.01211e+08
290,7.85547e+08,2.55507e+06,7.82269e+08,7.84388e+08,7.85299e+08,7.85848e+08,7.96825e+08
292,7.86446e+08,2.7481e+06,7.82907e+08,7.84493e+08,7.85331e+08,7.87792e+08,7.93187e+08
294,7.86722e+08,3.00908e+06,7.82465e+08,7.84261e+08,7.85578e+08,7.88254e+08,7.94239e+08
296,7.86701e+08,3.72049e+06,7.82912e+08,7.84186e+08,7.85579e+08,7.87122e+08,7.97716e+08
298,7.88151e+08,6.42601e+06,7.82178e+08,7.8485e+08,7.86244e+08,7.89533e+08,8.17559e+08
300,7.86947e+08,3.50926e+06,7.83087e+08,7.84784e+08,7.86236e+08,7.8762e+08,8.01141e+08
302,7.86885e+08,2.4728e+06,7.828e+08,7.8513e+08,7.86688e+08,7.88144e+08,7.91946e+08
304,7.8705e+08,3.83064e+06,7.83019e+08,7.84383e+08,7.85574e+08,7.89286e+08,7.97621e+08
306,7.86836e+08,3.06091e+06,7.83435e+08,7.84666e+08,7.85931e+08,7.88248e+08,7.958e+08
308,7.86608e+08,3.03355e+06,7.8335e+08,7.84371e+08,7.85752e+08,7.87014e+08,7.9501e+08
310,7.87749e+08,3.5942e+06,7.83389e+08,7.85464e+08,7.86768e+08,7.89029e+08,8.00633e+08
312,7.87786e+08,3.48529e+06,7.83424e+08,7.85806e+08,7.86846e+08,7.89409e+08,8.01879e+08
314,7.87244e+08,2.39636e+06,7.83944e+08,7.85788e+08,7.86542e+08,7.88124e+08,7.94799e+08
