n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
108,1.59141e+07,826431,1.5126e+07,1.54385e+07,1.5738e+07,1.60218e+07,1.9741e+07
110,1.56887e+07,297547,1.5079e+07,1.54888e+07,1.56485e+07,1.57872e+07,1.6527e+07
112,1.59837e+07,345829,1.5389e+07,1.58215e+07,1.596e+07,1.61295e+07,1.7313e+07
114,1.60664e+07,204924,1.5557e+07,1.59775e+07,1.6059e+07,1.62072e+07,1.671e+07
116,1.61082e+07,243978,1.5606e+07,1.60172e+07,1.6099e+07,1.62202e+07,1.6959e+07
118,1.61251e+07,461116,1.5526e+07,1.58712e+07,1.59625e+07,1.62058e+07,1.7781e+07
120,1.61619e+07,310256,1.5676e+07,1.59772e+07,1.61265e+07,1.63098e+07,1.7127e+07
122,1.59622e+07,344815,1.526e+07,1.57795e+07,1.5935e+07,1.6073e+07,1.7181e+07
124,1.60983e+07,295579,1.5452e+07,1.5913e+07,1.6086e+07,1.61912e+07,1.704e+07
126,1.61218e+07,641731,1.5627e+07,1.59125e+07,1.60035e+07,1.6122e+07,1.951e+07
128,1.05002e+08,3.59096e+06,1.02293e+08,1.03306e+08,1.04116e+08,1.049e+08,1.21923e+08
130,1.05148e+08,2.14321e+06,1.02102e+08,1.0384e+08,1.04541e+08,1.05349e+08,1.11794e+08
132,1.04252e+08,1.21515e+06,1.01723e+08,1.03732e+08,1.04307e+08,1.04976e+08,1.07439e+08
134,1.05053e+08,2.29348e+06,1.01918e+08,1.03999e+08,1.04801e+08,1.05398e+08,1.15106e+08
136,1.05463e+08,4.01711e+06,1.01237e+08,1.03613e+08,1.04395e+08,1.05323e+08,1.22583e+08
138,1.05257e+08,1.27477e+06,1.02695e+08,1.04514e+08,1.0521e+08,1.06195e+08,1.08425e+08
140,1.05249e+08,2.54457e+06,1.01689e+08,1.04094e+08,1.04891e+08,1.05472e+08,1.15666e+08
142,1.05617e+08,3.24977e+06,1.02453e+08,1.04166e+08,1.04952e+08,1.06104e+08,1.21497e+08
144,1.09529e+08,5.98414e+06,1.04932e+08,1.06822e+08,1.076e+08,1.09791e+08,1.37938e+08
